1,45.82,45.32,34.42
10,46.28,45.57,35.54
100,49.63,48.55,34.27
1000,50.32,49.44,34.38
101,51.66,50.42,30.39
102,45.52,45.64,33.21
103,49.77,48.31,29.44
104,49.60,49.77,0.0
105,48.87,48.62,31.75
106,48.92,47.76,0.0
107,48.85,47.52,30.05
108,46.80,46.34,32.98
109,49.88,49.02,0.0
11,45.16,44.20,32.71
110,46.32,45.83,0.0
111,51.60,51.09,34.44
112,47.42,47.43,35.53
113,49.78,49.82,32.72
114,47.30,46.41,0.0
115,47.81,46.16,0.0
116,49.17,49.04,0.0
117,48.24,48.50,0.0
118,48.39,47.73,32.25
119,50.45,49.90,0.0
12,46.98,46.36,32.36
120,43.15,42.34,0.0
121,51.69,51.22,0.0
122,51.20,50.19,33.23
123,48.51,47.71,0.0
124,46.37,45.26,33.68
125,50.04,48.19,33.57
126,45.82,45.04,0.0
127,50.32,50.13,0.0
128,46.52,45.32,33.54
129,51.53,50.32,33.05
13,51.44,51.49,32.06
130,47.46,47.13,0.0
131,52.36,50.34,0.0
132,49.65,49.59,0.0
133,52.84,51.85,34.77
134,51.20,49.85,0.0
135,51.17,49.59,32.92
136,52.05,50.68,31.60
137,52.33,50.74,32.21
138,50.08,47.78,0.0
139,47.89,48.14,34.46
14,43.97,43.66,30.75
140,48.62,47.48,0.0
141,46.57,45.21,32.14
142,49.37,49.12,36.66
143,50.22,48.87,32.34
144,50.09,48.74,0.0
145,50.77,49.59,34.14
146,47.30,46.76,30.50
147,51.85,48.94,33.15
148,47.30,45.99,0.0
149,48.56,47.80,30.24
15,50.93,49.59,30.53
150,50.90,50.39,29.59
151,47.88,47.11,33.96
152,46.93,45.70,0.0
153,46.64,46.21,32.74
154,49.47,47.90,33.18
155,45.61,44.51,0.0
156,44.82,44.42,33.26
157,50.32,49.32,0.0
158,46.68,45.77,0.0
159,48.34,48.04,0.0
16,46.59,45.57,30.55
160,47.95,47.57,0.0
161,50.69,49.72,0.0
162,48.83,48.28,0.0
163,50.58,49.12,0.0
164,53.28,51.30,35.35
165,50.88,49.64,28.46
166,49.65,48.97,29.02
167,47.83,47.34,0.0
168,47.86,47.50,38.14
169,46.42,46.34,30.99
17,49.80,49.47,32.63
170,49.07,47.83,0.0
171,50.55,49.37,33.89
172,45.59,45.07,32.85
173,48.51,48.33,0.0
174,50.24,49.52,32.27
175,52.73,51.09,0.0
176,46.66,46.27,32.66
177,50.42,49.82,30.30
178,49.88,48.55,33.47
179,48.46,47.90,0.0
18,51.17,50.79,0.0
180,47.71,45.96,0.0
181,49.54,48.69,33.89
182,50.66,49.87,32.52
183,50.98,49.47,33.10
184,48.36,47.43,34.12
185,52.27,51.66,33.85
186,50.37,49.42,32.79
187,51.22,50.24,30.26
188,49.00,47.66,0.0
189,50.29,49.67,32.49
19,52.11,51.06,34.94
190,49.83,47.31,33.19
191,47.60,46.81,0.0
192,43.91,43.21,33.96
193,47.86,46.74,0.0
194,50.34,50.08,0.0
195,47.63,46.95,0.0
196,52.30,50.58,33.24
197,51.94,50.00,30.49
198,51.55,50.37,0.0
199,46.93,45.77,0.0
2,50.90,50.71,32.09
20,50.22,50.16,0.0
200,48.63,47.88,0.0
201,47.72,47.20,32.47
202,49.91,50.24,0.0
203,52.64,50.90,33.03
204,51.88,50.68,31.45
205,48.17,47.34,35.54
206,47.55,46.88,28.98
207,50.77,50.00,0.0
208,46.28,45.38,0.0
209,51.41,50.13,31.36
21,45.61,44.96,34.27
210,49.72,48.92,35.83
211,47.12,46.52,0.0
212,47.53,47.29,0.0
213,49.99,49.54,0.0
214,50.14,49.14,34.19
215,48.07,47.27,35.27
216,50.09,48.60,0.0
217,50.00,48.40,33.27
218,49.52,47.99,30.16
219,48.72,46.86,31.19
22,46.79,46.67,0.0
220,50.34,49.21,33.55
221,50.80,49.62,35.78
222,49.34,48.92,33.39
223,48.29,47.92,0.0
224,52.02,51.36,34.73
225,48.58,47.66,31.26
226,45.44,43.88,31.65
227,51.94,49.49,32.50
228,51.25,49.52,0.0
229,48.77,47.95,0.0
23,50.22,48.82,0.0
230,45.61,45.19,35.57
231,49.42,49.12,0.0
232,48.12,46.70,33.19
233,50.79,50.45,31.57
234,50.24,48.16,32.16
235,49.75,47.29,0.0
236,48.75,47.06,0.0
237,53.10,51.66,0.0
238,51.06,50.26,33.13
239,47.30,46.43,34.36
24,43.32,43.37,34.54
240,48.09,47.13,35.53
241,48.95,47.62,33.89
242,43.85,43.35,0.0
243,50.24,50.11,28.45
244,52.27,50.63,0.0
245,49.65,48.52,30.81
246,52.27,50.74,33.11
247,46.57,45.66,34.42
248,48.19,47.52,31.74
249,48.29,48.28,35.34
25,49.60,48.92,0.0
250,44.35,43.80,36.07
251,50.88,49.34,0.0
252,49.55,48.11,30.10
253,41.63,40.58,34.00
254,50.42,49.02,31.25
255,49.04,47.97,30.04
256,48.95,48.02,31.50
257,50.19,48.99,33.97
258,49.37,47.11,0.0
259,48.36,47.36,34.25
26,51.44,51.01,30.34
260,51.01,50.98,0.0
261,48.61,47.36,34.27
262,49.37,47.59,0.0
263,50.68,48.87,31.25
264,50.87,50.37,34.32
265,52.50,50.24,32.90
266,51.20,51.14,32.40
267,51.06,50.87,30.07
268,49.52,48.69,34.49
269,49.07,47.97,33.54
27,47.11,45.09,33.33
270,44.49,44.28,35.23
271,48.56,47.83,32.26
272,51.01,50.08,33.41
273,51.55,51.58,33.19
274,52.05,52.10,35.04
275,48.53,47.36,35.60
276,48.56,48.38,0.0
277,49.72,48.43,0.0
278,47.63,47.36,31.11
279,47.18,47.31,31.11
28,47.18,46.65,0.0
280,51.47,50.42,0.0
281,44.97,43.54,35.45
282,50.09,48.48,0.0
283,43.46,43.23,0.0
284,50.88,49.62,0.0
285,47.09,46.67,31.71
286,50.16,49.29,32.63
287,52.30,49.82,33.75
288,49.15,49.34,35.51
289,45.76,44.67,32.66
29,50.01,49.62,35.07
290,48.92,48.11,0.0
291,49.68,49.14,31.10
292,53.05,51.60,32.88
293,47.44,46.74,33.81
294,49.93,48.89,32.74
295,51.20,50.24,33.16
296,45.93,44.88,33.20
297,51.66,50.47,0.0
298,47.12,46.86,0.0
299,49.52,48.09,32.95
3,49.27,47.88,29.92
30,47.63,47.48,35.40
300,49.30,49.24,33.39
301,51.69,51.11,32.90
302,43.18,42.31,31.51
303,50.69,49.75,32.40
304,47.83,47.22,0.0
305,51.06,50.19,30.02
306,49.80,48.35,29.85
307,45.97,45.32,33.56
308,51.09,50.13,0.0
309,51.72,49.93,28.06
31,50.22,49.07,30.35
310,47.12,46.86,32.88
311,51.22,51.17,32.05
312,48.95,49.87,32.76
313,52.33,51.88,33.04
314,46.95,45.94,32.61
315,46.95,46.36,32.81
316,49.98,48.35,29.72
317,50.74,49.87,30.92
318,47.28,46.47,31.14
319,54.57,52.84,0.0
32,49.10,48.40,34.31
320,47.53,46.70,32.73
321,51.55,50.37,31.72
322,44.60,43.96,0.0
323,47.39,46.27,32.45
324,49.19,49.12,31.44
325,48.05,47.76,35.41
326,48.44,46.63,37.60
327,47.30,46.16,33.86
328,52.25,50.84,0.0
329,48.45,47.71,32.02
33,47.57,47.18,32.16
330,51.52,49.75,0.0
331,47.48,46.76,36.66
332,50.29,49.19,29.95
333,48.43,47.20,0.0
334,47.39,46.61,31.01
335,47.27,46.23,29.93
336,44.21,43.64,33.84
337,50.77,49.72,0.0
338,48.65,47.69,32.36
339,46.44,45.66,30.68
34,51.14,50.47,35.75
340,50.96,50.58,28.90
341,49.00,48.33,30.49
342,45.08,44.88,0.0
343,48.75,48.52,32.60
344,44.80,43.90,0.0
345,51.91,50.16,34.82
346,45.56,45.19,0.0
347,53.46,51.36,0.0
348,48.45,47.43,34.50
349,45.05,44.59,0.0
35,52.13,49.85,29.97
350,51.39,51.11,30.46
351,44.48,43.86,34.39
352,51.23,49.11,0.0
353,46.21,45.43,0.0
354,49.93,48.02,32.35
355,49.96,49.90,31.75
356,51.96,50.29,0.0
357,51.50,49.82,37.90
358,48.80,48.26,33.81
359,52.16,49.27,33.88
36,50.03,49.29,32.52
360,49.32,49.57,36.13
361,48.97,48.07,0.0
362,46.84,45.34,30.94
363,51.36,50.42,29.73
364,48.14,47.31,0.0
365,50.90,49.24,0.0
366,52.19,51.14,0.0
367,47.30,45.32,33.47
368,48.95,48.48,0.0
369,49.45,48.79,32.86
37,50.96,49.98,34.03
370,49.78,48.26,0.0
371,50.45,49.42,34.63
372,51.36,50.92,33.02
373,51.03,49.12,0.0
374,48.75,47.83,32.05
375,48.19,48.28,35.08
376,48.00,46.45,0.0
377,51.61,50.24,30.80
378,44.21,43.76,33.58
379,49.34,47.50,0.0
38,52.33,52.47,33.48
380,50.19,49.11,34.60
381,52.05,50.45,0.0
382,48.39,48.43,0.0
383,46.33,45.30,34.53
384,52.00,50.34,29.51
385,51.06,50.11,31.82
386,50.98,49.87,29.96
387,48.75,47.50,34.82
388,51.53,50.84,32.49
389,50.45,50.00,0.0
39,51.53,50.79,0.0
390,50.40,49.95,0.0
391,51.88,51.19,0.0
392,52.22,51.63,0.0
393,51.39,50.55,34.49
394,48.61,48.23,0.0
395,49.19,48.31,0.0
396,47.84,47.73,32.75
397,50.55,49.02,0.0
398,46.82,46.56,33.66
399,50.90,48.84,32.47
4,45.50,44.94,0.0
40,47.21,46.52,0.0
400,50.14,49.77,33.72
401,46.82,45.90,0.0
402,45.76,46.03,29.44
403,52.11,50.90,32.08
404,49.52,49.37,34.01
405,52.99,51.30,32.02
406,50.85,48.35,29.99
407,49.67,48.28,35.62
408,50.50,49.52,0.0
409,50.14,49.77,34.46
41,49.48,49.34,30.17
410,51.94,50.03,32.41
411,53.43,49.98,33.18
412,48.17,47.95,0.0
413,45.35,45.07,33.08
414,50.27,48.14,30.55
415,50.04,48.89,35.29
416,51.33,49.64,34.19
417,50.48,49.64,31.14
418,46.46,46.07,32.66
419,52.28,51.28,31.74
42,49.55,48.62,0.0
420,48.75,47.90,0.0
421,49.45,49.24,0.0
422,49.37,49.04,29.19
423,50.82,50.74,0.0
424,47.16,46.12,0.0
425,50.72,49.07,32.42
426,46.82,45.92,35.53
427,49.96,48.77,0.0
428,48.36,47.85,31.64
429,49.75,48.60,30.55
43,49.62,48.45,34.36
430,52.45,50.84,0.0
431,50.64,49.70,31.16
432,50.61,48.87,36.58
433,49.85,48.21,33.26
434,46.73,46.86,33.61
435,52.02,52.47,0.0
436,48.33,46.83,33.18
437,50.85,49.22,30.63
438,50.53,49.82,0.0
439,50.53,49.42,35.66
44,51.30,50.42,0.0
440,47.60,46.32,31.72
441,51.17,50.45,33.66
442,50.50,50.29,0.0
443,49.93,48.82,0.0
444,51.06,50.13,0.0
445,51.06,50.95,32.49
446,46.11,45.11,0.0
447,50.64,50.34,0.0
448,50.96,50.87,32.98
449,52.85,52.19,34.08
45,50.51,49.02,0.0
450,52.70,50.58,0.0
451,48.12,48.67,33.45
452,47.39,47.20,0.0
453,48.70,48.45,0.0
454,50.64,50.19,30.26
455,47.55,46.49,30.55
456,47.27,45.88,0.0
457,49.42,48.84,29.93
458,46.86,45.40,36.57
459,46.36,44.81,0.0
46,49.27,48.89,0.0
460,53.63,52.87,0.0
461,47.88,48.11,33.36
462,51.72,51.03,0.0
463,50.85,49.34,0.0
464,45.24,44.73,30.74
465,48.92,47.38,0.0
466,49.27,48.79,32.09
467,50.77,51.01,29.66
468,47.72,47.69,33.89
469,48.48,48.43,31.19
47,48.56,47.38,0.0
470,47.62,46.92,0.0
471,48.19,46.03,30.92
472,48.22,46.83,31.40
473,49.65,47.99,31.83
474,53.02,52.05,0.0
475,48.55,47.71,31.76
476,50.38,50.32,0.0
477,51.94,50.68,29.59
478,47.12,47.27,34.77
479,50.69,49.77,35.14
48,51.57,49.90,33.91
480,46.98,45.62,35.44
481,51.72,50.34,32.69
482,50.24,49.80,32.33
483,51.28,50.16,30.91
484,51.28,50.13,35.97
485,44.05,44.06,0.0
486,47.00,46.18,0.0
487,45.14,43.92,0.0
488,50.93,49.77,0.0
489,51.80,49.85,35.22
49,50.24,49.37,33.33
490,48.05,47.64,33.34
491,49.68,49.37,0.0
492,50.37,49.29,35.64
493,50.24,49.87,32.80
494,51.58,51.22,0.0
495,49.93,49.44,0.0
496,52.22,50.42,35.09
497,46.13,46.27,30.35
498,48.36,48.38,32.68
499,52.59,51.17,0.0
5,49.45,48.82,31.76
50,50.24,49.67,36.46
500,47.72,47.62,36.57
501,49.85,48.92,34.99
502,48.02,46.99,32.32
503,47.30,46.95,33.79
504,51.99,51.09,0.0
505,48.24,47.45,0.0
506,49.65,48.33,35.73
507,47.12,46.34,0.0
508,49.27,49.39,36.21
509,46.39,45.40,32.20
51,51.63,49.95,34.21
510,47.79,47.88,0.0
511,49.50,48.94,35.04
512,50.61,50.34,0.0
513,51.36,50.98,31.16
514,48.77,47.36,34.24
515,50.96,48.92,33.56
